Event,Event Start Time,Event End Time
47.5,035 19:46:58.049852,035 19:46:58.099861
47,035 19:47:00.049955,035 19:47:00.100033
77,035 19:47:01.050012,035 19:47:01.099967
77.5,035 19:47:02.049995,035 19:47:02.100005
77,035 19:47:03.050036,035 19:47:03.100042
47.5,035 19:47:05.050142,035 19:47:05.100129
48,035 19:47:07.050199,035 19:47:07.100199
47.5,035 19:47:09.050269,035 19:47:09.100273
47,035 19:47:10.050310,035 19:47:10.100308
47.5,035 19:47:11.050355,035 19:47:11.100350
47,035 19:47:12.050494,035 19:47:12.100495
46.5,035 19:47:14.050449,035 19:47:14.100461
47,035 19:47:15.050495,035 19:47:15.100508
47.5,035 19:47:16.050587,035 19:47:16.100648
52,035 19:47:17.050566,035 19:47:17.100573
66,035 19:47:18.050610,035 19:47:18.100680
72.5,035 19:47:19.050637,035 19:47:19.100673
72,035 19:47:20.050773,035 19:47:20.100804
72.5,035 19:47:21.050716,035 19:47:21.100717
50.5,035 19:47:22.050744,035 19:47:22.100753
49.5,035 19:47:23.050780,035 19:47:23.100897
49,035 19:47:24.050929,035 19:47:24.100884
48.5,035 19:47:27.050953,035 19:47:27.101067
48,035 19:47:29.051015,035 19:47:29.101064
48.5,035 19:47:30.051055,035 19:47:30.101055
48,035 19:47:33.051156,035 19:47:33.101160
46,035 19:47:34.051192,035 19:47:34.101194
45.5,035 19:47:35.051226,035 19:47:35.101285
46,035 19:47:36.051358,035 19:47:36.101377
46.5,035 19:47:39.051405,035 19:47:39.101463
46,035 19:47:42.051557,035 19:47:42.101491
46.5,035 19:47:43.051520,035 19:47:43.101623
46,035 19:47:46.051628,035 19:47:46.101635
46.5,035 19:47:48.051813,035 19:47:48.101728
47.5,035 19:47:57.052026,035 19:47:57.102044
46,035 19:47:58.052057,035 19:47:58.102080
46.5,035 19:47:59.052195,035 19:47:59.102183
46,035 19:48:00.052152,035 19:48:00.102152
46.5,035 19:48:04.052278,035 19:48:04.102281
47,035 19:48:07.052462,035 19:48:07.102464
46.5,035 19:48:08.052427,035 19:48:08.102436
46,035 19:48:12.052572,035 19:48:12.102589
46.5,035 19:48:20.052901,035 19:48:20.102884
46,035 19:48:21.052938,035 19:48:21.102915
46.5,035 19:48:25.053121,035 19:48:25.103079
47,035 19:48:31.053282,035 19:48:31.103288
46.5,035 19:48:32.053344,035 19:48:32.103333
47,035 19:48:35.053444,035 19:48:35.103450
46.5,035 19:48:36.053495,035 19:48:36.103478
47,035 19:48:46.053904,035 19:48:46.103850
47.5,035 19:48:53.054211,035 19:48:53.104216
47,035 19:48:54.054143,035 19:48:54.104138
46.5,035 19:48:55.054177,035 19:48:55.104188
47,035 19:48:57.054319,035 19:48:57.104365
46.5,035 19:48:58.054299,035 19:48:58.104302
47,035 19:48:59.054320,035 19:48:59.104325
47.5,035 19:49:01.054496,035 19:49:01.104510
47,035 19:49:02.054467,035 19:49:02.104446
47.5,035 19:49:04.054643,035 19:49:04.104601
47,035 19:49:05.054709,035 19:49:05.104621
47.5,035 19:49:07.054636,035 19:49:07.104631
47,035 19:49:08.054846,035 19:49:08.104753
47.5,035 19:49:13.054907,035 19:49:13.104863
47,035 19:49:14.054879,035 19:49:14.104882
47.5,035 19:49:17.055091,035 19:49:17.105112
47,035 19:49:18.055041,035 19:49:18.105048
47.5,035 19:49:20.055163,035 19:49:20.105244
47,035 19:49:21.055229,035 19:49:21.105163
48,035 19:49:27.055365,035 19:49:27.105368
47.5,035 19:49:29.055447,035 19:49:29.105457
48,035 19:49:31.055514,035 19:49:31.105522
48.5,035 19:49:33.055603,035 19:49:33.105607
48,035 19:49:36.055885,035 19:49:36.105883
47.5,035 19:49:39.055803,035 19:49:39.105893
48,035 19:49:40.055918,035 19:49:40.105923
47.5,035 19:49:44.056081,035 19:49:44.106012
48,035 19:49:45.056047,035 19:49:45.106031
47.5,035 19:49:47.056166,035 19:49:47.106240
48,035 19:49:48.056185,035 19:49:48.106146
47.5,035 19:49:49.056174,035 19:49:49.106176
48,035 19:49:50.056225,035 19:49:50.106237
48.5,035 19:49:52.056279,035 19:49:52.106290
48,035 19:49:54.056349,035 19:49:54.106351
47.5,035 19:49:55.056487,035 19:49:55.106476
48,035 19:49:57.056483,035 19:49:57.106484
47.5,035 19:49:58.056496,035 19:49:58.106537
48,035 19:50:00.056571,035 19:50:00.106582
48.5,035 19:50:06.056828,035 19:50:06.106889
48,035 19:50:08.056860,035 19:50:08.106875
48.5,035 19:50:13.057068,035 19:50:13.107062
48,035 19:50:14.057201,035 19:50:14.107228
48.5,035 19:50:15.057168,035 19:50:15.107143
48,035 19:50:17.057210,035 19:50:17.107221
49,035 19:50:18.057332,035 19:50:18.107381
48.5,035 19:50:19.057300,035 19:50:19.107320
48,035 19:50:22.057500,035 19:50:22.107515
48.5,035 19:50:23.057445,035 19:50:23.107437
49,035 19:50:26.057653,035 19:50:26.107603
48,035 19:50:27.057604,035 19:50:27.107587
48.5,035 19:50:29.057702,035 19:50:29.107769
48,035 19:50:30.057773,035 19:50:30.107715
50.5,035 19:50:33.057897,035 19:50:33.108077
48,035 19:50:34.057864,035 19:50:34.107849
48.5,035 19:50:35.057897,035 19:50:35.107887
48,035 19:50:39.058034,035 19:50:39.108055
48.5,035 19:50:40.058061,035 19:50:40.108069
48,035 19:50:41.058134,035 19:50:41.108225
48.5,035 19:50:42.058143,035 19:50:42.108153
48,035 19:50:45.058331,035 19:50:45.108329
47.5,035 19:50:46.058292,035 19:50:46.108301
48,035 19:50:47.058317,035 19:50:47.108328
48.5,035 19:50:52.058598,035 19:50:52.108637
48,035 19:50:53.058568,035 19:50:53.108561
47.5,035 19:50:54.058587,035 19:50:54.108597
48,035 19:50:55.058640,035 19:50:55.108641
47.5,035 19:50:58.058745,035 19:50:58.108744
48.5,035 19:51:00.058932,035 19:51:00.108928
48,035 19:51:01.058859,035 19:51:01.108876
48.5,035 19:51:02.058946,035 19:51:02.108899
49,035 19:51:06.059059,035 19:51:06.109064
48,035 19:51:07.059102,035 19:51:07.109210
47.5,035 19:51:10.059195,035 19:51:10.109202
48,035 19:51:11.059308,035 19:51:11.109365
49,035 19:51:13.059331,035 19:51:13.109329
48,035 19:51:14.059347,035 19:51:14.109355
48.5,035 19:51:16.059429,035 19:51:16.109433
48,035 19:51:19.059600,035 19:51:19.109658
48.5,035 19:51:20.059582,035 19:51:20.109589
49,035 19:51:21.059609,035 19:51:21.109617
48.5,035 19:51:23.059780,035 19:51:23.109762
48,035 19:51:25.059766,035 19:51:25.109770
49.5,035 19:51:26.059800,035 19:51:26.109922
49,035 19:51:28.059871,035 19:51:28.109882
49.5,035 19:51:29.059914,035 19:51:29.109921
49,035 19:51:36.060200,035 19:51:36.110194
49.5,035 19:51:38.060309,035 19:51:38.110368
49,035 19:51:39.060304,035 19:51:39.110291
49.5,035 19:51:40.060334,035 19:51:40.110375
50,035 19:51:43.060444,035 19:51:43.110450
49.5,035 19:51:44.060476,035 19:51:44.110484
49,035 19:51:45.060547,035 19:51:45.110594
50,035 19:51:46.060685,035 19:51:46.110690
49.5,035 19:51:47.060609,035 19:51:47.110589
50.5,035 19:51:57.061038,035 19:51:57.111057
50,035 19:51:59.061050,035 19:51:59.111040
50.5,035 19:52:00.061049,035 19:52:00.111069
50,035 19:52:03.061162,035 19:52:03.111178
49.5,035 19:52:04.061203,035 19:52:04.111234
50,035 19:52:06.061287,035 19:52:06.111294
49.5,035 19:52:07.061333,035 19:52:07.111325
50,035 19:52:08.061364,035 19:52:08.111493
49.5,035 19:52:09.061488,035 19:52:09.111412
50.5,035 19:52:10.061449,035 19:52:10.111430
50,035 19:52:11.061510,035 19:52:11.111488
50.5,035 19:52:12.061625,035 19:52:12.111637
50,035 19:52:13.061624,035 19:52:13.111550
49.5,035 19:52:15.061631,035 19:52:15.111620
50,035 19:52:19.061773,035 19:52:19.111777
49.5,035 19:52:20.061924,035 19:52:20.111924
49,035 19:52:21.061869,035 19:52:21.111858
49.5,035 19:52:23.061940,035 19:52:23.111933
49,035 19:52:26.062040,035 19:52:26.112041
49.5,035 19:52:29.062147,035 19:52:29.112183
49,035 19:52:31.062338,035 19:52:31.112350
48.5,035 19:52:33.062318,035 19:52:33.112304
49,035 19:52:34.062344,035 19:52:34.112348
49.5,035 19:52:36.062519,035 19:52:36.112430
49,035 19:52:37.062444,035 19:52:37.112450
49.5,035 19:52:41.062606,035 19:52:41.112622
49,035 19:52:42.062629,035 19:52:42.112635
50,035 19:52:44.062719,035 19:52:44.112704
50.5,035 19:52:48.062855,035 19:52:48.112854
50,035 19:52:51.063048,035 19:52:51.112963
51,035 19:52:52.063008,035 19:52:52.113011
50.5,035 19:52:53.063031,035 19:52:53.113038
51,035 19:52:54.063156,035 19:52:54.113147
50.5,035 19:52:55.063115,035 19:52:55.113116
50,035 19:53:00.063347,035 19:53:00.113311
49.5,035 19:53:03.063418,035 19:53:03.113416
50,035 19:53:04.063497,035 19:53:04.113457
50.5,035 19:53:07.063574,035 19:53:07.113573
50,035 19:53:09.063731,035 19:53:09.113758
51,035 19:53:11.063722,035 19:53:11.113726
50.5,035 19:53:12.063760,035 19:53:12.113782
51,035 19:53:13.063898,035 19:53:13.113922
50.5,035 19:53:14.063861,035 19:53:14.113837
50,035 19:53:16.063920,035 19:53:16.113913
49.5,035 19:53:19.064027,035 19:53:19.114035
49,035 19:53:20.064083,035 19:53:20.114077
49.5,035 19:53:24.064211,035 19:53:24.114328
49,035 19:53:27.064351,035 19:53:27.114332
50,035 19:53:29.064503,035 19:53:29.114414
50.5,035 19:53:32.064516,035 19:53:32.114567
51,035 19:53:33.064645,035 19:53:33.114663
51.5,035 19:53:35.064662,035 19:53:35.114651
51,035 19:53:36.064684,035 19:53:36.114759
50.5,035 19:53:38.064754,035 19:53:38.114750
50,035 19:53:39.064789,035 19:53:39.114779
50.5,035 19:53:40.064873,035 19:53:40.114945
50,035 19:53:42.064992,035 19:53:42.114890
50.5,035 19:53:43.064975,035 19:53:43.114932
51,035 19:53:47.065092,035 19:53:47.115134
50.5,035 19:53:48.065225,035 19:53:48.115228
51,035 19:53:49.065215,035 19:53:49.115148
50.5,035 19:53:50.065292,035 19:53:50.115184
51,035 19:53:54.065374,035 19:53:54.115335
51.5,035 19:53:57.065433,035 19:53:57.115500
51,035 19:53:58.065490,035 19:53:58.115493
50.5,035 19:54:01.065580,035 19:54:01.115587
50,035 19:54:03.065754,035 19:54:03.115778
50.5,035 19:54:06.065768,035 19:54:06.115776
50,035 19:54:07.065792,035 19:54:07.115869
50.5,035 19:54:11.065966,035 19:54:11.116015
50,035 19:54:15.066089,035 19:54:15.116221
50.5,035 19:54:18.066217,035 19:54:18.116221
50,035 19:54:19.066245,035 19:54:19.116287
50.5,035 19:54:22.066376,035 19:54:22.116371
51,035 19:54:23.066395,035 19:54:23.116506
52,035 19:54:28.066629,035 19:54:28.116587
51.5,035 19:54:29.066639,035 19:54:29.116637
52,035 19:54:31.066762,035 19:54:31.116822
51.5,035 19:54:32.066751,035 19:54:32.116758
52.5,035 19:54:35.066852,035 19:54:35.116861
52,035 19:54:38.067178,035 19:54:38.117089
51.5,035 19:54:40.067027,035 19:54:40.117044
52,035 19:54:44.067180,035 19:54:44.117184
51.5,035 19:54:45.067270,035 19:54:45.117346
51,035 19:54:46.067268,035 19:54:46.117264
51.5,035 19:54:48.067373,035 19:54:48.117431
51,035 19:54:52.067529,035 19:54:52.117585
51.5,035 19:54:53.067512,035 19:54:53.117515
52,035 19:54:56.067617,035 19:54:56.117629
51.5,035 19:54:57.067677,035 19:54:57.117683
51,035 19:55:00.067782,035 19:55:00.117785
51.5,035 19:55:01.067850,035 19:55:01.117822
51,035 19:55:03.067890,035 19:55:03.117898
50.5,035 19:55:08.068128,035 19:55:08.118188
51,035 19:55:14.068324,035 19:55:14.118311
50.5,035 19:55:15.068463,035 19:55:15.118429
51,035 19:55:16.068394,035 19:55:16.118394
50.5,035 19:55:19.068517,035 19:55:19.118505
51,035 19:55:20.068536,035 19:55:20.118548
51.5,035 19:55:23.068667,035 19:55:23.118658
51,035 19:55:28.068942,035 19:55:28.118962
51.5,035 19:55:29.068889,035 19:55:29.118902
52,035 19:55:33.069045,035 19:55:33.119039
52.5,035 19:55:34.069067,035 19:55:34.119193
52,035 19:55:39.069268,035 19:55:39.119265
52.5,035 19:55:40.069294,035 19:55:40.119301
52,035 19:55:44.069551,035 19:55:44.119573
51.5,035 19:55:45.069539,035 19:55:45.119488
52,035 19:55:46.069512,035 19:55:46.119522
51.5,035 19:55:51.069801,035 19:55:51.119831
52,035 19:55:52.069763,035 19:55:52.119762
52.5,035 19:55:53.069778,035 19:55:53.119793
53,035 19:55:55.069853,035 19:55:55.119859
52.5,035 19:55:56.069907,035 19:55:56.119897
53,035 19:55:59.069999,035 19:55:59.120011
52.5,035 19:56:07.070351,035 19:56:07.120408
53,035 19:56:10.070523,035 19:56:10.120511
52,035 19:56:12.070495,035 19:56:12.120487
52.5,035 19:56:13.070579,035 19:56:13.120661
53,035 19:56:14.070612,035 19:56:14.120572
52.5,035 19:56:16.070640,035 19:56:16.120673
53,035 19:56:17.070770,035 19:56:17.120791
53.5,035 19:56:20.070896,035 19:56:20.120889
53,035 19:56:24.070950,035 19:56:24.120958
53.5,035 19:56:25.070992,035 19:56:25.120990
54,035 19:56:30.071266,035 19:56:30.121256
53.5,035 19:56:31.071210,035 19:56:31.121209
53,035 19:56:34.071338,035 19:56:34.121324
53.5,035 19:56:36.071517,035 19:56:36.121532
53,035 19:56:38.071473,035 19:56:38.121486
53.5,035 19:56:40.071594,035 19:56:40.121562
54,035 19:56:44.071707,035 19:56:44.121701
53.5,035 19:56:45.071742,035 19:56:45.121737
54,035 19:56:46.071851,035 19:56:46.121884
53.5,035 19:56:48.071847,035 19:56:48.121857
54.5,035 19:56:52.072093,035 19:56:52.122119
55,035 19:56:53.072061,035 19:56:53.122053
54.5,035 19:56:54.072079,035 19:56:54.122098
54,035 19:56:55.072174,035 19:56:55.122246
54.5,035 19:56:56.072233,035 19:56:56.122178
55,035 19:56:59.072330,035 19:56:59.122349
54.5,035 19:57:00.072299,035 19:57:00.122306
55,035 19:57:04.072451,035 19:57:04.122473
54.5,035 19:57:05.072571,035 19:57:05.122615
54,035 19:57:06.072541,035 19:57:06.122535
55,035 19:57:07.072570,035 19:57:07.122573
54.5,035 19:57:08.072614,035 19:57:08.122711
55,035 19:57:09.072714,035 19:57:09.122655
54.5,035 19:57:10.072695,035 19:57:10.122700
53,035 19:57:11.072740,035 19:57:11.122735
52.5,035 19:57:15.072966,035 19:57:15.122963
53,035 19:57:24.073225,035 19:57:24.123233
52.5,035 19:57:25.073378,035 19:57:25.123382
53,035 19:57:26.073302,035 19:57:26.123308
52.5,035 19:57:27.073336,035 19:57:27.123346
51.5,035 19:57:28.073477,035 19:57:28.123470
53,035 19:57:29.073412,035 19:57:29.123422
52.5,035 19:57:30.073506,035 19:57:30.123461
52,035 19:57:31.073681,035 19:57:31.123623
52.5,035 19:57:32.073606,035 19:57:32.123537
52,035 19:57:33.073566,035 19:57:33.123578
52.5,035 19:57:34.073623,035 19:57:34.123702
53,035 19:57:36.073677,035 19:57:36.123686
52.5,035 19:57:37.073714,035 19:57:37.123724
53,035 19:57:38.073819,035 19:57:38.123878
52.5,035 19:57:40.073835,035 19:57:40.123902
51.5,035 19:57:41.073967,035 19:57:41.123994
52,035 19:57:42.073905,035 19:57:42.123914
53,035 19:57:44.074078,035 19:57:44.124112
52.5,035 19:57:46.074049,035 19:57:46.124108
52,035 19:57:48.074256,035 19:57:48.124156
51.5,035 19:57:49.074244,035 19:57:49.124182
52,035 19:57:50.074211,035 19:57:50.124288
51.5,035 19:57:52.074285,035 19:57:52.124283
52.5,035 19:57:53.074374,035 19:57:53.124316
51.5,035 19:57:56.074428,035 19:57:56.124429
52.5,035 19:57:57.074515,035 19:57:57.124604
52,035 19:57:58.074516,035 19:57:58.124500
53,035 19:57:59.074532,035 19:57:59.124541
52.5,035 19:58:01.074707,035 19:58:01.124644
53,035 19:58:02.074641,035 19:58:02.124653
52.5,035 19:58:03.074684,035 19:58:03.124694
52,035 19:58:04.074787,035 19:58:04.124842
53.5,035 19:58:05.074827,035 19:58:05.124814
53,035 19:58:06.074800,035 19:58:06.124797
55,035 19:58:07.074932,035 19:58:07.124919
53.5,035 19:58:08.074883,035 19:58:08.124873
53,035 19:58:09.074912,035 19:58:09.124911
53.5,035 19:58:10.075005,035 19:58:10.125070
53,035 19:58:12.075025,035 19:58:12.125024
52.5,035 19:58:13.075099,035 19:58:13.125062
53,035 19:58:14.075216,035 19:58:14.125215
52.5,035 19:58:15.075147,035 19:58:15.125135
53,035 19:58:16.075180,035 19:58:16.125173
53.5,035 19:58:17.075328,035 19:58:17.125282
54,035 19:58:18.075290,035 19:58:18.125249
53.5,035 19:58:19.075292,035 19:58:19.125289
53,035 19:58:20.075414,035 19:58:20.125440
52.5,035 19:58:21.075439,035 19:58:21.125360
53,035 19:58:22.075407,035 19:58:22.125399
53.5,035 19:58:23.075443,035 19:58:23.125527
53,035 19:58:25.075528,035 19:58:25.125518
54,035 19:58:26.075569,035 19:58:26.125567
53.5,035 19:58:27.075660,035 19:58:27.125707
53,035 19:58:28.075646,035 19:58:28.125645
54,035 19:58:29.075693,035 19:58:29.125688
53.5,035 19:58:30.075805,035 19:58:30.125824
52.5,035 19:58:31.075769,035 19:58:31.125764
53,035 19:58:32.075783,035 19:58:32.125793
52.5,035 19:58:33.075945,035 19:58:33.125952
53,035 19:58:34.075880,035 19:58:34.125866
52.5,035 19:58:38.076065,035 19:58:38.126013
53,035 19:58:39.076042,035 19:58:39.126093
52.5,035 19:58:41.076196,035 19:58:41.126136
53,035 19:58:42.076162,035 19:58:42.126167
53.5,035 19:58:43.076370,035 19:58:43.126283
53,035 19:58:45.076334,035 19:58:45.126283
53.5,035 19:58:47.076374,035 19:58:47.126359
53,035 19:58:49.076427,035 19:58:49.126664
53.5,035 19:58:50.076536,035 19:58:50.126481
53,035 19:58:51.076497,035 19:58:51.126496
53.5,035 19:58:53.076655,035 19:58:53.126699
52,035 19:58:54.076631,035 19:58:54.126621
53,035 19:58:55.076708,035 19:58:55.126667
53.5,035 19:58:56.076834,035 19:58:56.126787
54,035 19:58:57.076727,035 19:58:57.126730
54.5,035 19:58:58.076809,035 19:58:58.126764
55,035 19:58:59.076858,035 19:58:59.126912
53.5,035 19:59:01.076883,035 19:59:01.126871
54,035 19:59:02.076973,035 19:59:02.127030
53.5,035 19:59:05.077036,035 19:59:05.127093
53,035 19:59:08.077145,035 19:59:08.127142
54.5,035 19:59:09.077231,035 19:59:09.127302
54,035 19:59:10.077220,035 19:59:10.127215
54.5,035 19:59:11.077259,035 19:59:11.127253
53.5,035 19:59:13.077345,035 19:59:13.127328
52,035 19:59:14.077375,035 19:59:14.127366
53,035 19:59:15.077398,035 19:59:15.127513
54,035 19:59:16.077516,035 19:59:16.127452
54.5,035 19:59:17.077490,035 19:59:17.127478
55,035 19:59:18.077528,035 19:59:18.127568
54,035 19:59:19.077628,035 19:59:19.127673
55,035 19:59:23.077775,035 19:59:23.127726
54,035 19:59:24.077777,035 19:59:24.127761
55,035 19:59:29.078056,035 19:59:29.127944
54,035 19:59:30.077998,035 19:59:30.127993
54.5,035 19:59:31.078035,035 19:59:31.128022
55.5,035 19:59:32.078180,035 19:59:32.128203
59.5,035 19:59:33.078125,035 19:59:33.128102
58.5,035 19:59:34.078148,035 19:59:34.128140
55.5,035 19:59:35.078188,035 19:59:35.128262
54.5,035 19:59:36.078302,035 19:59:36.128333
55.5,035 19:59:37.078265,035 19:59:37.128257
54,035 19:59:38.078302,035 19:59:38.128303
55,035 19:59:39.078384,035 19:59:39.128443
54,035 19:59:40.078377,035 19:59:40.128378
54.5,035 19:59:41.078421,035 19:59:41.128406
54,035 19:59:42.078502,035 19:59:42.128535
53,035 19:59:43.078502,035 19:59:43.128482
53.5,035 19:59:44.078599,035 19:59:44.128599
54.5,035 19:59:45.078588,035 19:59:45.128673
53.5,035 19:59:46.078627,035 19:59:46.128615
54,035 19:59:47.078646,035 19:59:47.128637
54.5,035 19:59:51.078775,035 19:59:51.128778
54,035 19:59:52.078917,035 19:59:52.128925
54.5,035 19:59:53.078845,035 19:59:53.128855
55,035 19:59:58.079091,035 19:59:58.129140
54.5,035 19:59:59.079095,035 19:59:59.129074
54,035 20:00:02.079254,035 20:00:02.129268
53.5,035 20:00:03.079235,035 20:00:03.129223
54.5,035 20:00:04.079272,035 20:00:04.129262
54,035 20:00:05.079359,035 20:00:05.129418
54.5,035 20:00:06.079336,035 20:00:06.129344
53.5,035 20:00:07.079404,035 20:00:07.129386
54,035 20:00:09.079467,035 20:00:09.129468
54.5,035 20:00:11.079536,035 20:00:11.129653
55,035 20:00:15.079735,035 20:00:15.129798
54.5,035 20:00:16.079734,035 20:00:16.129731
54,035 20:00:17.079764,035 20:00:17.129769
54.5,035 20:00:19.079855,035 20:00:19.129841
54,035 20:00:20.079879,035 20:00:20.129880
54.5,035 20:00:22.079963,035 20:00:22.129963
55,035 20:00:23.079991,035 20:00:23.129986
55.5,035 20:00:24.080062,035 20:00:24.130146
55,035 20:00:26.080097,035 20:00:26.130103
54.5,035 20:00:27.080130,035 20:00:27.130138
55,035 20:00:28.080258,035 20:00:28.130285
54.5,035 20:00:29.080212,035 20:00:29.130219
59,035 20:00:31.080407,035 20:00:31.130374
56.5,035 20:00:32.080328,035 20:00:32.130336
56,035 20:00:33.080379,035 20:00:33.130388
54.5,035 20:00:35.080468,035 20:00:35.130465
55.5,035 20:00:37.080552,035 20:00:37.130658
55,035 20:00:38.080672,035 20:00:38.130601
56,035 20:00:39.080597,035 20:00:39.130610
55,035 20:00:40.080634,035 20:00:40.130645
54,035 20:00:42.080704,035 20:00:42.130717
55.5,035 20:00:44.080894,035 20:00:44.130913
56,035 20:00:45.080824,035 20:00:45.130839
55.5,035 20:00:46.080863,035 20:00:46.130874
54,035 20:00:47.081022,035 20:00:47.131031
55,035 20:00:48.081008,035 20:00:48.131012
56,035 20:00:50.081029,035 20:00:50.131111
55.5,035 20:00:51.081172,035 20:00:51.131069
55,035 20:00:52.081095,035 20:00:52.131108
54.5,035 20:00:53.081204,035 20:00:53.131131
54,035 20:00:54.081372,035 20:00:54.131253
54.5,035 20:00:55.081195,035 20:00:55.131209
55,035 20:00:56.081246,035 20:00:56.131246
55.5,035 20:00:57.081352,035 20:00:57.131388
54.5,035 20:00:58.081311,035 20:00:58.131316
56.5,035 20:00:59.081357,035 20:00:59.131364
55.5,035 20:01:01.081430,035 20:01:01.131435
54.5,035 20:01:02.081469,035 20:01:02.131471
56.5,035 20:01:03.081494,035 20:01:03.131629
55.5,035 20:01:04.081591,035 20:01:04.131548
56,035 20:01:05.081570,035 20:01:05.131580
59.5,035 20:01:06.081608,035 20:01:06.131668
60.5,035 20:01:07.081712,035 20:01:07.131698
57.5,035 20:01:08.081712,035 20:01:08.131694
56,035 20:01:09.081738,035 20:01:09.131727
56.5,035 20:01:10.081855,035 20:01:10.131877
57,035 20:01:12.081834,035 20:01:12.131847
